alpha_nL,diffusion_abs_distance_similarity_RMSE.ByUser_improvement,diffusion_abs_distance_similarity_RMSE.ByUser_average,diffusion_abs_distance_similarity_RMSE.ByRating_improvement,diffusion_abs_distance_similarity_RMSE.ByRating_average,diffusion_abs_distance_similarity_MAE.ByUser_improvement,diffusion_abs_distance_similarity_MAE.ByUser_average,diffusion_abs_distance_similarity_MAE.ByRating_improvement,diffusion_abs_distance_similarity_MAE.ByRating_average,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.250280192473,0.995308538229,-0.132551783365,1.00323540191,-0.285855034668,0.81982647625,-0.0910017998572,0.794775617008,-0.248964638646,0.995295477099,-0.13089874025,1.00321883995,-0.284294398037,0.819813718207,-0.0821574914458,0.79470538851,-1.01454846047,1.0028963747,-0.949798631411,1.0114234582,-1.06098964777,0.826163121416,-1.0630663102,0.802494324555,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.115137580263,0.99396681035,0.120388441762,1.00070117519,0.0250213443875,0.817285094055,0.248817490166,0.792077271691,-0.108646792042,0.993902368267,0.117217217049,1.00073294792,0.0406507464806,0.817157325312,0.255585862998,0.792023527223,-1.52046623608,1.00791924627,-1.26399179859,1.01457138265,-1.60281458378,0.83059248414,-1.44314271272,0.805512332686,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.104019658468,0.993856428988,0.348775624383,0.998412947209,0.0155885193277,0.817362206423,0.467849908484,0.790338038171,-0.0946200391233,0.99376310734,0.363757245966,0.99826284524,0.0324797591406,0.817224122287,0.480822417906,0.790235029569,-1.37971803146,1.00652186474,-1.05258647889,1.0124532972,-1.53346529208,0.830025560864,-1.31101957704,0.804463204944,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,0.0811777820799,0.992017744912,0.547753683163,0.996419371401,0.232970842077,0.815585128453,0.707014235338,0.788438946624,0.0700209337022,0.992128512746,0.543312485044,0.996463868092,0.218228869864,0.815705642549,0.697855156126,0.788511674569,-0.923252767819,1.00198996943,-0.556139173484,1.00747935513,-1.00137893532,0.825675810016,-0.740062423155,0.799929502453,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,0.105011758073,0.99178111555,0.682346302185,0.995070878051,0.262629128001,0.815342675038,0.803741793803,0.78767087853,0.0993130467487,0.991837693706,0.680375285535,0.995090625811,0.26909277106,0.815289835426,0.81586251532,0.787574633576,-0.623736837543,0.9990163043,-0.140940821054,1.0033194523,-0.658841184019,0.822875599383,-0.285030806667,0.796316310185,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,0.218160664407,0.990657746395,0.807229007397,0.993819669041,0.40556794957,0.814174164979,0.939155797925,0.786595619549,0.206762076454,0.990770914277,0.799959246992,0.993892505305,0.391587024385,0.814288457594,0.927860856079,0.786685307375,-0.40996890313,0.99689396559,0.173968145761,1.0001643562,-0.43711433806,0.821063005386,0.0447554961095,0.793697632107,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,0.245123774032,0.990390050253,0.897372510454,0.992916514653,0.397477171496,0.814240306251,1.0030414585,0.786088333535,0.248625105751,0.990355288202,0.89719553761,0.992918287757,0.402007205335,0.814203273694,0.992951370947,0.786168454179,-0.266236855077,0.995466959757,0.386852569183,0.998031451498,-0.262988160868,0.819639541926,0.310151607907,0.791590246281,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,0.306314596607,0.989782533266,0.977242909052,0.992116287254,0.454174434568,0.813776811999,1.0674941481,0.78557654501,0.307683237975,0.98976894507,0.97724156093,0.992116300761,0.454055867544,0.813777781272,1.06377941944,0.785606041925,-0.0754418196825,0.993572701432,0.603165492356,0.995864196409,-0.0323094448077,0.817753767318,0.532157392942,0.789827402652,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,0.355814610255,0.9892910854,1.07054972785,0.991181439373,0.506581352872,0.813348390871,1.16434579592,0.784807491581,0.347941502131,0.989369251484,1.06702780837,0.991216725744,0.499794518988,0.813403872535,1.1661642844,0.784793051819,-0.0200962400644,0.993023217403,0.742625106606,0.994466940275,0.0246768037496,0.817287910639,0.6777171571,0.788671580957,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,0.437714909993,0.988477959817,1.1721005271,0.990163994446,0.552262265351,0.812974954143,1.2754115243,0.783925570817,0.442358608662,0.988431856076,1.17536240018,0.990131313499,0.554956566824,0.812952928508,1.2733174674,0.783942198739,0.12436885614,0.991588933693,0.87773786415,0.993113235619,0.187059652519,0.815960447672,0.864882977437,0.787185385119,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
