alpha_nL,diffusion_abs_cosine_similarity_RMSE.ByUser_improvement,diffusion_abs_cosine_similarity_RMSE.ByUser_average,diffusion_abs_cosine_similarity_RMSE.ByRating_improvement,diffusion_abs_cosine_similarity_RMSE.ByRating_average,diffusion_abs_cosine_similarity_MAE.ByUser_improvement,diffusion_abs_cosine_similarity_MAE.ByUser_average,diffusion_abs_cosine_similarity_MAE.ByRating_improvement,diffusion_abs_cosine_similarity_MAE.ByRating_average,diffusion_cosine_similarity_RMSE.ByUser_improvement,diffusion_cosine_similarity_RMSE.ByUser_average,diffusion_cosine_similarity_RMSE.ByRating_improvement,diffusion_cosine_similarity_RMSE.ByRating_average,diffusion_cosine_similarity_MAE.ByUser_improvement,diffusion_cosine_similarity_MAE.ByUser_average,diffusion_cosine_similarity_MAE.ByRating_improvement,diffusion_cosine_similarity_MAE.ByRating_average,diffusion_norm_cosine_similarity_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_RMSE.ByUser_average,diffusion_norm_cosine_similarity_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_RMSE.ByRating_average,diffusion_norm_cosine_similarity_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_MAE.ByUser_average,diffusion_norm_cosine_similarity_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_MAE.ByRating_average,regular_cosine_similarity_RMSE.ByUser_improvement,regular_cosine_similarity_RMSE.ByUser_average,regular_cosine_similarity_RMSE.ByRating_improvement,regular_cosine_similarity_RMSE.ByRating_average,regular_cosine_similarity_MAE.ByUser_improvement,regular_cosine_similarity_MAE.ByUser_average,regular_cosine_similarity_MAE.ByRating_improvement,regular_cosine_similarity_MAE.ByRating_average
0.5,0.145772400342,0.919278124889,0.120333270061,0.91818586841,0.0413005218335,0.750693227247,-0.0313648733194,0.717950938277,0.140317613707,0.919328342753,0.117554190268,0.918211416271,0.034538537354,0.75074400998,-0.0358152582158,0.717982879839,0.692815353089,0.914241937319,0.634343637579,0.913460611798,0.751648706522,0.74535848826,0.699635181655,0.712704362105,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1.0,-0.0450838627598,0.921035186076,-0.161365242284,0.920775500531,-0.226448805686,0.752704033788,-0.364305153335,0.720340536647,-0.0464032897846,0.921047332987,-0.163608933834,0.92079612661,-0.225816915453,0.752699288271,-0.369197258908,0.720375648552,0.907856338948,0.912262226705,0.879499866996,0.911206909991,0.965168712652,0.743754945763,0.93699067756,0.711000800416,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
2.0,-0.278081362006,0.923180207968,-0.516990554617,0.924044735871,-0.469244007441,0.754527433998,-0.75239614616,0.723125965925,-0.27713821426,0.92317152516,-0.512997163765,0.924008024946,-0.469265945911,0.754527598757,-0.749098640817,0.723102298877,0.875192830046,0.912562933545,0.89292932862,0.911083454013,0.926741915659,0.744043532314,0.92179794741,0.711109842563,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
3.0,-0.512073517978,0.92533438687,-0.75497353298,0.92623249455,-0.750527475082,0.756639882391,-1.02630406662,0.725091873805,-0.511580386959,0.925329847006,-0.761916451598,0.926296320251,-0.747870228063,0.756619926376,-1.03573685889,0.725159575391,0.665976405572,0.914489022074,0.650321798116,0.913313725833,0.661765260145,0.746033515994,0.635910522249,0.713161730443,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
4.0,-0.698002190396,0.927046083665,-0.970746230029,0.92821607587,-0.951703412086,0.758150720509,-1.23731194538,0.726606331843,-0.697493494454,0.927041400508,-0.971237932827,0.928220596055,-0.948126792427,0.758123859974,-1.24115304148,0.726633900381,0.337378827104,0.917514157544,0.261031963756,0.916892436459,0.320387707573,0.748597273006,0.246641212335,0.715955616807,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
5.0,-0.824587969403,0.928211457834,-1.13854437727,0.929758630952,-1.08641019854,0.759162373049,-1.43043882562,0.727992453336,-0.826651599349,0.928230456027,-1.1349116379,0.929725235467,-1.08616057881,0.759160498397,-1.42750312061,0.727971383023,0.00419647994293,0.920581501318,-0.103322091487,0.920241914442,-0.00677554448987,0.751054280138,-0.13298277072,0.718680276169,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
6.0,-0.95395861008,0.929402470001,-1.2839221117,0.931095076955,-1.21020112377,0.760092047101,-1.57181105752,0.729007118353,-0.960459647284,0.929462319859,-1.28488427143,0.931103922013,-1.21144849639,0.760101414912,-1.57103129662,0.729001521808,-0.312512504876,0.923497188002,-0.457842463791,0.923500992155,-0.299934187283,0.753255911499,-0.505877302688,0.721356636523,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
7.0,-1.06895894838,0.930461186271,-1.41304125595,0.932282059025,-1.32003803504,0.760916926034,-1.6967653085,0.729903947281,-1.07540022737,0.930520485982,-1.41471653906,0.93229745977,-1.32223970987,0.760933460687,-1.69737521391,0.72990832473,-0.613027072452,0.926263785619,-0.811201982911,0.926749398238,-0.625622306662,0.755701840335,-0.888901105594,0.72410569727,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
8.0,-1.16681530556,0.931362071598,-1.53140641199,0.933370180533,-1.40935242532,0.761587680138,-1.82633852285,0.730833927702,-1.17638333276,0.931450156783,-1.52744967914,0.933333806601,-1.41878699468,0.761658534074,-1.82203097699,0.730803011333,-0.9068805243,0.928969059664,-1.14010448907,0.929772972937,-0.965821377104,0.758256746906,-1.25908045278,0.726762570042,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
9.0,-1.26230575334,0.932241175888,-1.61468355437,0.93413574071,-1.5165962555,0.762393084944,-1.91983191019,0.731504953887,-1.26466647338,0.932262909152,-1.61570798246,0.934145158196,-1.51943296807,0.762414388752,-1.92352132724,0.731531433786,-1.17292456334,0.931418314656,-1.42676683293,0.932408237168,-1.28004581183,0.76061658308,-1.5943808067,0.729169107272,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
