alpha_nL,diffusion_abs_distance_similarity_RMSE.ByUser_improvement,diffusion_abs_distance_similarity_RMSE.ByUser_average,diffusion_abs_distance_similarity_RMSE.ByRating_improvement,diffusion_abs_distance_similarity_RMSE.ByRating_average,diffusion_abs_distance_similarity_MAE.ByUser_improvement,diffusion_abs_distance_similarity_MAE.ByUser_average,diffusion_abs_distance_similarity_MAE.ByRating_improvement,diffusion_abs_distance_similarity_MAE.ByRating_average,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.198058588153,0.994790069766,-0.182252736775,1.00373335942,-0.184562763158,0.818998422423,-0.155740889106,0.795289679697,-0.198058588153,0.994790069766,-0.182252736775,1.00373335942,-0.184562763158,0.818998422423,-0.155740889106,0.795289679697,-1.20780510729,1.00481507249,-1.11127453929,1.0130412972,-1.23756329692,0.827606592706,-1.22684997433,0.803794853677,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.189742715007,0.994707507807,-0.0533386239099,1.00244175944,-0.17821713608,0.818946547579,-0.050863377342,0.794456896654,-0.189742715007,0.994707507807,-0.0533386239099,1.00244175944,-0.17821713608,0.818946547579,-0.050863377342,0.794456896654,-1.7558666792,1.01025635765,-1.64074753568,1.0183461261,-1.81897446915,0.83235956881,-1.78887890523,0.808257661345,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.0875759356498,0.993693171811,0.203474754324,0.999868727314,0.0126841833617,0.817385949069,0.272350826643,0.791890404524,-0.0875759356498,0.993693171811,0.203474754324,0.999868727314,0.0126841833617,0.817385949069,0.272350826643,0.791890404524,-1.97658461024,1.01244769757,-1.71809543538,1.01912108039,-1.92137849517,0.833196711115,-1.82720929728,0.808562024978,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,0.0533447745495,0.992294077606,0.375259727938,0.998147601027,0.167218400864,0.816122647849,0.469142609111,0.790327773443,0.0533447745495,0.992294077606,0.375259727938,0.998147601027,0.167218400864,0.816122647849,0.469142609111,0.790327773443,-1.82264157339,1.01091931462,-1.55849083314,1.01752199014,-1.75966219395,0.831874697105,-1.65706442068,0.807210984457,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,0.117543634735,0.991656696109,0.534442386784,0.996552738259,0.241604207505,0.815514551585,0.649424942396,0.788896236141,0.117543634735,0.991656696109,0.534442386784,0.996552738259,0.241604207505,0.815514551585,0.649424942396,0.788896236141,-1.78775382037,1.01057294074,-1.36215802628,1.01555491731,-1.76250055695,0.831897900428,-1.4955423021,0.805928413205,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,0.166185297053,0.991173770159,0.644089080041,0.995454179973,0.308091031702,0.814971028685,0.783411393308,0.787832312688,0.166185297053,0.991173770159,0.644089080041,0.995454179973,0.308091031702,0.814971028685,0.783411393308,0.787832312688,-1.61227832383,1.00883077843,-1.09927029364,1.01292102578,-1.63412859609,0.830848472946,-1.21862594255,0.803729550505,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,0.196099917492,0.990876770718,0.701399667853,0.994879980979,0.310171997856,0.814954017002,0.838137256574,0.787397760321,0.196099917492,0.990876770718,0.701399667853,0.994879980979,0.310171997856,0.814954017002,0.838137256574,0.787397760321,-1.49239696645,1.00764056791,-0.90478919678,1.01097250536,-1.57910925032,0.830398695494,-1.04908267849,0.802383287105,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,0.285184491634,0.989992317955,0.806573363029,0.99382623799,0.418359502411,0.814069595359,0.950845200747,0.786502799493,0.285184491634,0.989992317955,0.806573363029,0.99382623799,0.418359502411,0.814069595359,0.950845200747,0.786502799493,-1.31955550831,1.00592455695,-0.750795283449,1.00942962902,-1.39637182282,0.828904835954,-0.852396452303,0.800821494197,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,0.292229801469,0.98992237045,0.855494258707,0.993336095938,0.429158195329,0.813981317163,0.997421494746,0.786132959027,0.292229801469,0.98992237045,0.855494258707,0.993336095938,0.429158195329,0.813981317163,0.997421494746,0.786132959027,-1.19543969039,1.0046923057,-0.597689134886,1.00789564725,-1.29931157981,0.828111378522,-0.667708008807,0.799354970044,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,0.339714699417,0.98945092913,0.915629308725,0.992733598448,0.504334954935,0.813366754941,1.10011342597,0.785317530651,0.339714699417,0.98945092913,0.915629308725,0.992733598448,0.504334954935,0.813366754941,1.10011342597,0.785317530651,-0.985072988363,1.00260373523,-0.432196352009,1.00623756289,-1.07034702968,0.826239617043,-0.492049191259,0.797960145908,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10.0,0.32580145256,0.989589063142,0.962606245814,0.99226293306,0.458781503043,0.813739149692,1.13286045448,0.785057501884,0.32580145256,0.989589063142,0.962606245814,0.99226293306,0.458781503043,0.813739149692,1.13286045448,0.785057501884,-0.85209134798,1.00128346199,-0.267076746792,1.00458321742,-0.948670168939,0.825244921311,-0.320130437452,0.796595019861,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
100.0,1.31933976151,0.979724979371,2.20013486784,0.979864042765,1.50611588389,0.805177299622,2.55978530741,0.773726962075,1.31933976151,0.979724979371,2.20013486784,0.979864042765,1.50611588389,0.805177299622,2.55978530741,0.773726962075,2.47040636435,0.968296917367,3.07098027595,0.971138978563,2.69776884137,0.795435660138,3.37661789657,0.767240878278,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1000.0,2.41053580703,0.968891326448,3.11082494858,0.970739771857,2.63657675109,0.795935899138,3.49038461309,0.766337510236,2.41053580703,0.968891326448,3.11082494858,0.970739771857,2.63657675109,0.795935899138,3.49038461309,0.766337510236,2.76480026404,0.965374104968,3.38528624167,0.967989923973,3.16637085918,0.791604887186,3.76939269599,0.764122038143,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10000000000.0,2.83318026778,0.964695212087,3.54581846151,0.966381539854,3.14189055286,0.791805011154,3.97706536507,0.762473007054,2.8352842282,0.964674323469,3.53812074181,0.966458663874,3.13806995415,0.791836244152,3.97107339898,0.762520586441,2.69554453021,0.966061692305,3.37998748842,0.968043012571,3.1131315031,0.792040113406,3.78708619622,0.763981542371,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
