alpha_nL,diffusion_abs_cosine_similarity_RMSE.ByUser_improvement,diffusion_abs_cosine_similarity_RMSE.ByUser_average,diffusion_abs_cosine_similarity_RMSE.ByRating_improvement,diffusion_abs_cosine_similarity_RMSE.ByRating_average,diffusion_abs_cosine_similarity_MAE.ByUser_improvement,diffusion_abs_cosine_similarity_MAE.ByUser_average,diffusion_abs_cosine_similarity_MAE.ByRating_improvement,diffusion_abs_cosine_similarity_MAE.ByRating_average,diffusion_cosine_similarity_RMSE.ByUser_improvement,diffusion_cosine_similarity_RMSE.ByUser_average,diffusion_cosine_similarity_RMSE.ByRating_improvement,diffusion_cosine_similarity_RMSE.ByRating_average,diffusion_cosine_similarity_MAE.ByUser_improvement,diffusion_cosine_similarity_MAE.ByUser_average,diffusion_cosine_similarity_MAE.ByRating_improvement,diffusion_cosine_similarity_MAE.ByRating_average,diffusion_norm_cosine_similarity_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_RMSE.ByUser_average,diffusion_norm_cosine_similarity_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_RMSE.ByRating_average,diffusion_norm_cosine_similarity_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_MAE.ByUser_average,diffusion_norm_cosine_similarity_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_MAE.ByRating_average,regular_cosine_similarity_RMSE.ByUser_improvement,regular_cosine_similarity_RMSE.ByUser_average,regular_cosine_similarity_RMSE.ByRating_improvement,regular_cosine_similarity_RMSE.ByRating_average,regular_cosine_similarity_MAE.ByUser_improvement,regular_cosine_similarity_MAE.ByUser_average,regular_cosine_similarity_MAE.ByRating_improvement,regular_cosine_similarity_MAE.ByRating_average
0.5,0.108775980027,0.919618721383,0.115120466628,0.9182337893,0.0586612752716,0.750562847399,0.00225586648721,0.717709633545,0.108775980027,0.919618721383,0.115120466628,0.9182337893,0.0586612752716,0.750562847399,0.00225586648722,0.717709633545,0.63538680714,0.914770636076,0.636646842703,0.913439438616,0.777041802675,0.745167785245,0.711096838815,0.712622098832,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1.0,0.0199306694685,0.920436649201,-0.0641915257982,0.919882190249,-0.0994775738857,0.751750475526,-0.298836074921,0.719870648164,0.0199306694686,0.920436649201,-0.0641915257982,0.919882190249,-0.0994775738857,0.751750475526,-0.298836074921,0.719870648164,0.732586671051,0.913875794558,0.820229737654,0.911751775597,0.919828049512,0.744095455683,0.92169580047,0.711110575698,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
2.0,-0.0845863636032,0.921398854052,-0.316300162088,0.922199804982,-0.238760079254,0.752796491871,-0.593444905516,0.721985131822,-0.0845863636032,0.921398854052,-0.316300162088,0.922199804982,-0.238760079254,0.752796491871,-0.593444905516,0.721985131822,0.425277338368,0.916704946151,0.518345565689,0.914526972889,0.54143463792,0.746937203053,0.51468064471,0.714031828581,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
3.0,-0.199565825941,0.922457378134,-0.514343470665,0.924020401438,-0.30702645256,0.753309174652,-0.815417982903,0.723578289922,-0.199565825941,0.922457378134,-0.514343470665,0.924020401438,-0.30702645256,0.753309174652,-0.815417982903,0.723578289922,0.242545387485,0.918387213284,0.235502590893,0.917127125962,0.257040273752,0.749073014385,0.137975859438,0.716735536107,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
4.0,-0.317571869919,0.923543765535,-0.680823527066,0.925550839416,-0.411514201664,0.754093881196,-1.00744635302,0.724956527125,-0.317571869919,0.923543765535,-0.680823527066,0.925550839416,-0.411514201664,0.754093881196,-1.00744635302,0.724956527125,0.0747326225745,0.919932131387,-0.0341608543198,0.919606120664,0.0375994818341,0.750721022183,-0.165200529347,0.718911511343,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
5.0,-0.436731881455,0.924640776594,-0.809185201462,0.926730858126,-0.55272869416,0.75515440683,-1.15376239607,0.726006675151,-0.436731881455,0.924640776594,-0.809185201462,0.926730858126,-0.55272869416,0.75515440683,-1.15376239607,0.726006675151,-0.0973117270294,0.92151600631,-0.280866257415,0.921874063902,-0.139980995176,0.752054657595,-0.423247108725,0.720763578282,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
6.0,-0.542578720585,0.925615223907,-0.931230882595,0.92785281441,-0.648471781099,0.755873440664,-1.27591522039,0.726883397517,-0.542578720585,0.925615223907,-0.931230882595,0.92785281441,-0.648471781099,0.755873440664,-1.27591522039,0.726883397517,-0.243663283466,0.922863348207,-0.495934981377,0.923851173654,-0.315775004943,0.753374876578,-0.659277123012,0.722457626648,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
7.0,-0.636093470946,0.926476139528,-1.02819601828,0.928744207225,-0.76480991842,0.756747144025,-1.39530011577,0.727740253741,-0.636093470946,0.926476139528,-1.02819601828,0.928744207225,-0.76480991842,0.756747144025,-1.39530011577,0.727740253741,-0.382886400691,0.924145064256,-0.658779161903,0.925348187312,-0.473816873437,0.754561776377,-0.868325838383,0.723958023264,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
8.0,-0.717191213278,0.927222741673,-1.12961472296,0.929676541347,-0.860657663199,0.757466963843,-1.51163850099,0.728575244376,-0.717191213278,0.927222741673,-1.12961472296,0.929676541347,-0.860657663199,0.757466963843,-1.51163850099,0.728575244376,-0.512437932032,0.925337741739,-0.810539195259,0.926743305284,-0.643641010285,0.755837161411,-1.05612002501,0.725305870638,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
9.0,-0.788739969732,0.927881433931,-1.2050686882,0.930370183676,-0.942101358761,0.758078608762,-1.59839299428,0.729197903778,-0.788739969732,0.927881433931,-1.2050686882,0.930370183676,-0.942101358761,0.758078608762,-1.59839299428,0.729197903778,-0.66284516601,0.926722421019,-0.960002409771,0.928117308781,-0.812739989568,0.757107100487,-1.21938254254,0.726477647888,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
