alpha_nL,diffusion_abs_cosine_similarity_RMSE.ByUser_improvement,diffusion_abs_cosine_similarity_RMSE.ByUser_average,diffusion_abs_cosine_similarity_RMSE.ByRating_improvement,diffusion_abs_cosine_similarity_RMSE.ByRating_average,diffusion_abs_cosine_similarity_MAE.ByUser_improvement,diffusion_abs_cosine_similarity_MAE.ByUser_average,diffusion_abs_cosine_similarity_MAE.ByRating_improvement,diffusion_abs_cosine_similarity_MAE.ByRating_average,diffusion_cosine_similarity_RMSE.ByUser_improvement,diffusion_cosine_similarity_RMSE.ByUser_average,diffusion_cosine_similarity_RMSE.ByRating_improvement,diffusion_cosine_similarity_RMSE.ByRating_average,diffusion_cosine_similarity_MAE.ByUser_improvement,diffusion_cosine_similarity_MAE.ByUser_average,diffusion_cosine_similarity_MAE.ByRating_improvement,diffusion_cosine_similarity_MAE.ByRating_average,diffusion_norm_cosine_similarity_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_RMSE.ByUser_average,diffusion_norm_cosine_similarity_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_RMSE.ByRating_average,diffusion_norm_cosine_similarity_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_MAE.ByUser_average,diffusion_norm_cosine_similarity_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_MAE.ByRating_average,regular_cosine_similarity_RMSE.ByUser_improvement,regular_cosine_similarity_RMSE.ByUser_average,regular_cosine_similarity_RMSE.ByRating_improvement,regular_cosine_similarity_RMSE.ByRating_average,regular_cosine_similarity_MAE.ByUser_improvement,regular_cosine_similarity_MAE.ByUser_average,regular_cosine_similarity_MAE.ByRating_improvement,regular_cosine_similarity_MAE.ByRating_average
0.5,0.380596154812,0.917116290124,0.310872228121,0.916434258855,0.350124567139,0.748373948181,0.301281694862,0.715563447953,0.117787134361,0.919535762882,0.164486451451,0.91777997171,0.105732722971,0.750209339229,0.131417132054,0.716782609787,0.398720031852,0.916949438062,0.383237396542,0.915769011591,0.438773798894,0.74770818944,0.433633031117,0.714613528234,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1.0,0.436963092108,0.916597364749,0.347299359511,0.91609938712,0.435295231858,0.747734313596,0.364005245031,0.715113264835,-0.00144067221526,0.920633398076,-0.0613723011206,0.91985627334,-0.101101649722,0.751762672391,-0.180071209706,0.719018242056,0.626240282514,0.914854840824,0.62785757218,0.913520237684,0.706024687519,0.745701126192,0.703468893577,0.712676846565,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
2.0,0.443992424439,0.916532651301,0.348315212281,0.916090048466,0.462890641509,0.747527071133,0.362153294719,0.715126556761,-0.380807763998,0.924125927908,-0.492817279499,0.923822512867,-0.492476284557,0.754701909188,-0.613217305614,0.722127043444,0.929792998093,0.912060273404,0.876569049524,0.911233852764,0.940794811106,0.743937994592,0.946610059863,0.710931759625,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
3.0,0.443359051672,0.916538482258,0.346483800209,0.916106884492,0.450623430443,0.747619198305,0.363263456822,0.715118588841,-0.575346130191,0.925916887278,-0.751706640087,0.926202462262,-0.710917759552,0.756342412082,-0.877453769098,0.72402353678,1.03147472859,0.911124170919,0.934042058497,0.910705507943,1.04153895419,0.743181402656,0.986303257122,0.710646871297,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
4.0,0.438891730148,0.916579609319,0.342706836807,0.916141605817,0.449484932813,0.74762774846,0.357529041895,0.715159746218,-0.732040807627,0.927359450029,-0.942013763896,0.927951940584,-0.869715334449,0.757534987262,-1.06367265945,0.725360077846,1.0333332715,0.911107060799,0.902593918021,0.910994608208,1.06074294633,0.743037180023,0.982075386081,0.71067721582,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
5.0,0.4359173429,0.916606992127,0.342986217912,0.916139037489,0.434809153077,0.747737964065,0.348646114552,0.715223501281,-0.874376960114,0.928669825308,-1.10034740808,0.929407489239,-1.00725980621,0.758567950915,-1.22579284886,0.726523656312,0.973010290528,0.911662406308,0.829180407959,0.911669492794,1.00356995129,0.743466551157,0.901214548709,0.711257574931,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
6.0,0.434481044204,0.916620214982,0.346246425512,0.916109066659,0.436405454939,0.747725975783,0.359323439795,0.715146867361,-0.988806707371,0.929723288601,-1.2125288209,0.930438764085,-1.12949278624,0.759485924746,-1.36562233489,0.727527248644,0.874297161604,0.912571179249,0.670921626746,0.91312435324,0.864024956288,0.744514538808,0.719793507556,0.712559680595,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
7.0,0.426307352893,0.91669546363,0.330757757185,0.91625145276,0.426833664367,0.747797860256,0.346315978361,0.71524022527,-1.0906223692,0.930660624085,-1.34465710599,0.931653408949,-1.23753518749,0.760297326848,-1.49462140851,0.728453108308,0.798722750948,0.91326693249,0.54511573968,0.914280876799,0.76368918135,0.745268063885,0.593430510564,0.713466620457,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
8.0,0.426130659069,0.916697090309,0.325790401708,0.916297117266,0.427864505688,0.747790118602,0.339217450448,0.715291173238,-1.16395775502,0.931335764413,-1.43730329577,0.932505098036,-1.30621441368,0.760813110169,-1.58843049169,0.729126400324,0.656244510046,0.914578615864,0.372240957052,0.915870100988,0.603157291794,0.746473663826,0.385007242227,0.714962528078,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
9.0,0.536588382563,0.915680194266,0.371614347688,0.915875861359,0.50583214756,0.747204578964,0.359442908505,0.715146009903,-1.24441501353,0.932076470135,-1.5433582269,0.933480052621,-1.36483128026,0.761253324827,-1.68280689952,0.729803764175,0.500553923277,0.916011934754,0.18744530847,0.917568912755,0.472889785141,0.747451977225,0.190702860918,0.716357100801,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
