alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.926972942332,0.966258344969,0.763885395865,0.763885395865
2.0,0.926842583419,0.966100149681,0.763673614079,0.763673614079
3.0,0.926641460529,0.965934188757,0.763419002599,0.763419002599
4.0,0.926635050445,0.965877693833,0.763320825812,0.763320825812
5.0,0.92660603358,0.965825671164,0.763273898284,0.763273898284
6.0,0.926498615989,0.965724452632,0.76312333015,0.76312333015
7.0,0.926461855034,0.965690619705,0.76297133328,0.76297133328
8.0,0.926440997226,0.965674670572,0.76288433674,0.76288433674
9.0,0.926255750638,0.965473062888,0.762642802113,0.762642802113
10.0,0.926277304916,0.965496955909,0.762575799077,0.762575799077
11.0,0.926124752698,0.965384762876,0.762359401066,0.762359401066
12.0,0.926326859712,0.965602121227,0.762491732974,0.762491732974
13.0,0.92632908328,0.965664476044,0.76254824269,0.76254824269
14.0,0.9262660921,0.965671049501,0.762677516764,0.762677516764
15.0,0.926352334371,0.965724635027,0.762865483022,0.762865483022
16.0,0.926508890173,0.965877966208,0.76296033563,0.76296033563
17.0,0.926645521007,0.966025785733,0.76316164389,0.76316164389
