threshold,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
0.1,0.90792230063,0.946352710899,0.740654209303,0.740654209303
0.2,0.908034907595,0.946716935072,0.742421048489,0.742421048489
0.3,0.909588810195,0.948282077413,0.743879552847,0.743879552847
0.4,0.910266498718,0.949131335946,0.744662039436,0.744662039436
0.5,0.910731046711,0.949640039853,0.745012630072,0.745012630072
0.6,0.910794091427,0.949717314919,0.745111946527,0.745111946527
0.7,0.910867132694,0.949776739222,0.745189202505,0.745189202505
0.8,0.910867132694,0.949776739222,0.745189202505,0.745189202505
0.9,0.910867132694,0.949776739222,0.745189202505,0.745189202505
1.0,0.910867132694,0.949776739222,0.745189202505,0.745189202505
