alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.912875035114,0.951952004147,0.747275772799,0.747275772799
2.0,0.912509206325,0.9515312874,0.746842570152,0.746842570152
3.0,0.912259695301,0.951235762649,0.746674799604,0.746674799604
4.0,0.912080733781,0.951020922193,0.746417933231,0.746417933231
5.0,0.912030192518,0.950988404508,0.746322570187,0.746322570187
6.0,0.911966085137,0.950905375452,0.746111992127,0.746111992127
7.0,0.912017529014,0.950930051596,0.746129665631,0.746129665631
8.0,0.911946499927,0.950832378567,0.746158789734,0.746158789734
9.0,0.911828260184,0.950698985306,0.746073581369,0.746073581369
10.0,0.911848147903,0.950702128108,0.745935521894,0.745935521894
11.0,0.911706091773,0.950626020299,0.745857714364,0.745857714364
12.0,0.911585175818,0.950535781329,0.745689007197,0.745689007197
13.0,0.911556552324,0.950524810247,0.745760395402,0.745760395402
14.0,0.911628547873,0.950614686076,0.745874098417,0.745874098417
15.0,0.911592250891,0.950583062503,0.74582802055,0.74582802055
16.0,0.911670921519,0.950763762543,0.7459055079,0.7459055079
17.0,0.911697736793,0.950840768225,0.746024337744,0.746024337744
