alpha_nL,diffusion_abs_distance_similarity_RMSE.ByUser_improvement,diffusion_abs_distance_similarity_RMSE.ByUser_average,diffusion_abs_distance_similarity_RMSE.ByRating_improvement,diffusion_abs_distance_similarity_RMSE.ByRating_average,diffusion_abs_distance_similarity_MAE.ByUser_improvement,diffusion_abs_distance_similarity_MAE.ByUser_average,diffusion_abs_distance_similarity_MAE.ByRating_improvement,diffusion_abs_distance_similarity_MAE.ByRating_average,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.243496179446,0.99524118494,-0.241957128964,1.00433154212,-0.189521287643,0.819038957847,-0.236050330337,0.795927379236,-0.240173568021,0.995208197267,-0.246719662373,1.00437925829,-0.261699937255,0.819629010831,-0.302933772668,0.796458469226,-0.298288783744,0.9957851789,-0.29379054459,1.00485086492,-0.350781899436,0.820357246644,-0.370454915258,0.796994622894,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.308023075949,0.99588182326,-0.260044433736,1.00451276015,-0.300302730658,0.819944584668,-0.292933609521,0.796379062629,-0.260809149459,0.995413072209,-0.197318468007,1.00388430409,-0.335306296889,0.820230735196,-0.275830599462,0.796243255662,-0.500837184868,0.997796127425,-0.526443535847,1.00718183235,-0.574406915028,0.822185357981,-0.611550653049,0.798909050868,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.315075239031,0.995951838806,-0.289941528169,1.00481230134,-0.371695101416,0.820528209904,-0.343496967708,0.796780562499,-0.348162462214,0.996280336598,-0.138443902976,1.00329443549,-0.431738400442,0.821019057653,-0.210371076586,0.795723472348,-0.698023303134,0.999753837934,-0.803355353684,1.00995623223,-0.830075946322,0.824275425827,-0.969396102182,0.801750533444,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,-0.349697955559,0.99629558134,-0.322766872314,1.00514118088,-0.374893822621,0.820554359118,-0.375030276446,0.797030953688,-0.197194872314,0.994781494591,-0.074969929764,1.00265848509,-0.260724319943,0.819621035261,-0.16860827243,0.795391853542,-0.830933844602,1.00107340529,-0.937660338791,1.01130184375,-0.91447708004,0.824965396352,-1.09114558604,0.802717288891,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,-0.353557373087,0.996333898552,-0.317816867943,1.00509158642,-0.388538659493,0.820665904246,-0.37274068099,0.797012773086,-0.201530000303,0.994824534769,-0.0341156806738,1.00224916336,-0.256237330595,0.819584354587,-0.123343758065,0.795032429302,-0.851837678685,1.0012809435,-1.00110535355,1.01193750402,-0.967148852376,0.825395982634,-1.1847061295,0.803460209207,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,-0.355597541194,0.996354153824,-0.343912483591,1.00535304032,-0.420156858537,0.820924379748,-0.410939266261,0.797316090104,-0.219391453047,0.995001867504,-0.000885905555692,1.0019162318,-0.212313634745,0.819225282924,-0.0861556782978,0.794737136233,-0.906251488272,1.0018211767,-1.03577336737,1.0122848454,-1.00416016589,0.825698546288,-1.182920142,0.803446027519,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,-0.393399207554,0.996729457726,-0.359272877522,1.00550693723,-0.46115136718,0.821259505609,-0.440670651876,0.797552173068,-0.217973851294,0.994987793218,0.0220237314374,1.00168669846,-0.252303641872,0.81955219709,-0.0771196087624,0.794665385051,-0.941670923609,1.00217282925,-1.05494556524,1.01247693306,-1.03100679101,0.825918014668,-1.20489958575,0.803620555955,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,-0.399903525807,0.996794034139,-0.370848598588,1.00562291523,-0.457943486181,0.821233281514,-0.447281542224,0.797604667042,-0.225274313757,0.99506027394,0.0457513216908,1.00144896999,-0.268716326596,0.819686369087,-0.0574890831787,0.794509508271,-1.0707826174,1.00345468074,-1.07367909631,1.01266462569,-1.14448414274,0.826845680263,-1.2356349883,0.803864611345,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,-0.401670691689,0.996811578981,-0.362880326778,1.00554308053,-0.468064598857,0.821316020562,-0.456993182727,0.797681782616,-0.228481782556,0.99509211845,0.0510917063385,1.00139546428,-0.296266407611,0.819911588145,-0.0723577960263,0.794627573733,-1.06222333604,1.00336970217,-1.06611293331,1.01258881975,-1.11078357976,0.826570181651,-1.23678455353,0.803873739502,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,-0.39895004299,0.996784567736,-0.367677796358,1.00559114673,-0.452379009227,0.821187792492,-0.455713200294,0.797671618877,-0.230085316858,0.995108038718,0.0342370427068,1.0015643324,-0.296860758486,0.819916446902,-0.0877185866331,0.794749546554,-1.14794646561,1.00422078171,-1.04406124788,1.01236788229,-1.20732099006,0.82735936498,-1.26019940519,0.804059665838,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10.0,-0.411820876916,0.996912352425,-0.370541388457,1.00561983727,-0.454889502604,0.821208315515,-0.456943883461,0.797681391154,-0.235543830745,0.995162232138,0.0442754741301,1.00146375661,-0.322187360766,0.820123489252,-0.0804720356582,0.794692005098,-1.21937038075,1.00492989527,-1.06138284274,1.01254142862,-1.29863272393,0.828105828946,-1.27149797794,0.804149382495,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
100.0,-0.452582474618,0.997317043226,-0.338572302328,1.00529953665,-0.50540140061,0.821621245049,-0.442731740744,0.797568539206,-0.080264717886,0.993620584309,0.244490548671,0.999457787053,-0.101185485486,0.818316821816,0.155858111479,0.79281541844,2.62186775332,0.966793172806,3.68579907007,0.96497906384,3.06902497016,0.792400679744,4.49578094296,0.758354130371,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1000.0,-0.449032846802,0.99728180168,-0.341867413449,1.00533255061,-0.5077940977,0.8216408051,-0.442945793035,0.797570238895,0.0358811545915,0.992467460563,0.334168548387,0.998559296577,-0.0052476969052,0.817532540332,0.21796751299,0.792322236865,3.72014351224,0.955889230811,4.688600154,0.954931926016,4.05007334564,0.784380710902,5.49758935314,0.750399240491,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10000000000.0,-0.452352965225,0.997314764603,-0.345749048589,1.005371441,-0.510660458517,0.821664237302,-0.447610152948,0.797607276385,0.0677524873197,0.992151034419,0.364486458879,0.998255539202,0.017668719077,0.817345201005,0.255421116121,0.7920248354,4.22827155032,0.950844415237,4.95385013678,0.952274366927,4.50049150436,0.780698589113,5.75824474374,0.748329498504,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
