alpha_nL,diffusion_abs_distance_similarity_RMSE.ByUser_improvement,diffusion_abs_distance_similarity_RMSE.ByUser_average,diffusion_abs_distance_similarity_RMSE.ByRating_improvement,diffusion_abs_distance_similarity_RMSE.ByRating_average,diffusion_abs_distance_similarity_MAE.ByUser_improvement,diffusion_abs_distance_similarity_MAE.ByUser_average,diffusion_abs_distance_similarity_MAE.ByRating_improvement,diffusion_abs_distance_similarity_MAE.ByRating_average,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.271730054874,0.995521497546,-0.213655040195,1.00404798141,-0.222705492258,0.819310235283,-0.224328245578,0.795834299669,-0.199238193004,0.994801781163,-0.145733952015,1.00336747503,-0.208817674011,0.819196703807,-0.163857710192,0.79535413156,-0.53141091431,0.998099670656,-0.501524015398,1.00693216185,-0.571722300742,0.822163411537,-0.594370776415,0.79877263354,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.185509328086,0.994665477739,-0.105701325397,1.0029663852,-0.172268336097,0.818897916756,-0.120490120057,0.795009769903,-0.0585727247043,0.99340522106,0.0452980720192,1.00145351113,-0.0385266571925,0.817804592385,0.0553326102794,0.793613644213,-0.838843794393,1.00115193714,-0.809904891633,1.01002185253,-0.909509678758,0.824924788361,-0.935200619064,0.80147900318,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.144805792311,0.99426136339,0.0169783682686,1.00173724832,-0.205186300036,0.819167017701,-0.00970171576335,0.794130051239,0.141239402213,0.991421438914,0.318996825476,0.998711303185,0.188523695676,0.815948479271,0.322929549903,0.791488782647,-1.19543202633,1.00469222961,-1.17899806888,1.01371982422,-1.28913471716,0.828028183724,-1.38014773881,0.805012119197,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,-0.106545487923,0.993881506021,0.0620010305349,1.00128616296,-0.128302779297,0.818538502883,0.0418713539755,0.793720533724,0.200558290383,0.990832506935,0.463433302546,0.997264183497,0.255993306385,0.815396922192,0.431485878259,0.790626787849,-1.45585057584,1.00727772668,-1.4131428859,1.01606573837,-1.53292365216,0.830021133014,-1.62438527464,0.806951494712,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,-0.0589455132003,0.993408922192,0.0806730615851,1.00109908651,-0.0794011899951,0.818138737457,0.0758466086015,0.793450752191,0.290854415553,0.989936025607,0.599475995456,0.99590116175,0.385839467427,0.814335443277,0.630338860045,0.789047789753,-1.53321706628,1.00804583953,-1.47183430722,1.01665377203,-1.60605003637,0.830618933629,-1.68544587741,0.807436348269,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,-0.0654734780042,0.993473733374,0.108403000944,1.0008212582,-0.104851157185,0.818346788302,0.0996982657417,0.793261357388,0.330621893078,0.989541204666,0.670001849028,0.995194558035,0.42477094998,0.81401718244,0.724464632582,0.788300381219,-1.65477303458,1.00925267599,-1.57030898913,1.01764039712,-1.75462855665,0.831833547641,-1.79520662522,0.808307906796,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,-0.0543607627579,0.993363403704,0.122765171424,1.00067736256,-0.08245912872,0.818163735789,0.122747834067,0.793078331596,0.348249908119,0.989366189556,0.714215148537,0.994751581735,0.475023476832,0.813606373238,0.777566858249,0.787878721395,-1.6882600342,1.00958514286,-1.59582619003,1.01789605583,-1.7949264099,0.832162978417,-1.83480528673,0.808622341162,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,-0.0238640322244,0.993060624936,0.143073670819,1.00047389021,-0.0385405550651,0.817804705999,0.148729724917,0.792872021608,0.366703800987,0.989182974934,0.747641686858,0.994416678789,0.50732802733,0.813342286884,0.836332865055,0.787412088147,-1.69678900148,1.00966982047,-1.55997281387,1.01753683822,-1.80253285114,0.832225160286,-1.81167685049,0.808438689116,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,-0.0373665683672,0.993194681315,0.15049417831,1.0003995436,-0.0444409491535,0.817852941109,0.16372571517,0.792752945496,0.369572667904,0.989154492144,0.785782931428,0.994034538854,0.499596823252,0.813405488677,0.868096835117,0.787159865385,-1.75478350912,1.01024560368,-1.61491958221,1.01808735393,-1.86515836583,0.832737117382,-1.86911242315,0.808894758012,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,-0.0440113191208,0.993260651975,0.138254253777,1.00052217631,-0.0506432222615,0.817903644049,0.142518999117,0.792921338064,0.364772369743,0.989202150641,0.786120582588,0.994031155902,0.520153705471,0.813237438294,0.868430110105,0.787157219005,-1.77396348698,1.01043602705,-1.59768792577,1.0179147087,-1.85792663229,0.832677998709,-1.8470041427,0.808719206545,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
