alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.904260732775,0.943705483415,0.738012233756,0.738012233756
2.0,0.903607621357,0.942988553104,0.737380326524,0.737380326524
3.0,0.902619928257,0.94193643227,0.73655830798,0.73655830798
4.0,0.901965155222,0.941301538944,0.736155302809,0.736155302809
5.0,0.90144499734,0.940674336608,0.735586114707,0.735586114707
6.0,0.90138071812,0.940629253272,0.735724448238,0.735724448238
7.0,0.901403428023,0.940669066783,0.735612179594,0.735612179594
8.0,0.901927426654,0.941067598045,0.735855538514,0.735855538514
9.0,0.902636666741,0.941780000308,0.736274327112,0.736274327112
10.0,0.903419246317,0.942544970784,0.736995933498,0.736995933498
11.0,0.904071183758,0.943289268944,0.73759740111,0.73759740111
12.0,0.876070440835,0.913935046202,0.710631691515,0.710631691515
